id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
13807,Waitui,,NSW,New South Wales,2443,Rural locality,-31.69907,152.57215,63,105,24544,15.62500,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13808,Wakefield,,NSW,New South Wales,2278,Rural locality,-32.95658,151.56050,45,144,42068,18.12400,Lake Macquarie (City),Newcastle and Lake Macquarie,Australia/Sydney
13809,Wakeley,Sydney,NSW,New South Wales,2176,Suburb,-33.87397,150.90888,31,4746,23972,1.62900,Fairfield (City),Sydney - South West,Australia/Sydney
13810,Wakerley,Brisbane,QLD,Queensland,4154,Suburb,-27.47627,153.16579,26,8445,53144,4.80200,Brisbane (City),Brisbane - East,Australia/Brisbane
13811,Wakool,,NSW,New South Wales,2710,Rural locality,-35.47062,144.39569,84,297,25012,301.11400,Murray River (Area),Murray,Australia/Sydney
13812,Wak Wak,,NT,Northern Territory,0822,Rural locality,-12.65949,131.32068,12,0,0,144.62600,Litchfield (Municipality),Darwin,Australia/Darwin
13813,Walang,,NSW,New South Wales,2795,Rural locality,-33.45415,149.76968,971,84,38324,26.19900,Bathurst Regional (Area),Central West,Australia/Sydney
13814,Walbundrie,,NSW,New South Wales,2642,Rural locality,-35.69016,146.72127,179,149,31356,231.09200,Greater Hume Shire (Area),Murray,Australia/Sydney
13815,Walcha,,NSW,New South Wales,2354,Urban locality,-30.99207,151.59205,1056,2553,30784,3239.08600,Walcha (Area),New England and North West,Australia/Sydney
13816,Walcha Road,,NSW,New South Wales,2354,Rural locality,-30.94467,151.40273,1022,54,23400,116.66500,Walcha (Area),New England and North West,Australia/Sydney
13817,Waldara,Wangaratta,VIC,Victoria,3678,Suburb,-36.32760,146.28993,148,618,39572,8.41300,Wangaratta (Rural City),Hume,Australia/Melbourne
13818,Waldegrave,,NSW,New South Wales,2800,Rural locality,-33.43758,149.04517,885,27,60632,10.15100,Cabonne (Area),Central West,Australia/Sydney
13819,Walebing,,WA,Western Australia,6510,Rural locality,-30.72422,116.22653,335,53,47632,285.50400,Moora (Shire),Western Australia - Wheat Belt,Australia/Perth
13820,Walgett,,NSW,New South Wales,2832,Urban locality,-30.02156,148.11668,136,2145,27872,6565.98400,Walgett (Area),Far West and Orana,Australia/Sydney
13821,Walgoolan,,WA,Western Australia,6422,Rural locality,-31.37218,118.59882,352,52,58500,528.00100,Westonia (Shire),Western Australia - Wheat Belt,Australia/Perth
13822,Walhalla,,VIC,Victoria,3825,Rural locality,-37.93960,146.45129,354,20,29900,101.21200,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
13823,Walhalla East,,VIC,Victoria,3825,Rural locality,-37.91048,146.59057,560,0,0,98.14200,Wellington (Shire),Latrobe - Gippsland,Australia/Melbourne
13824,Walhallow,,QLD,Queensland,4462,Rural locality,-26.35136,148.24787,409,10,23400,726.74300,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13825,Walkamin,,QLD,Queensland,4872,Rural locality,-17.13670,145.41721,575,474,28496,44.72700,Tablelands (Regional Council),Cairns,Australia/Brisbane
13826,Walkaway,,WA,Western Australia,6528,Rural locality,-28.94008,114.80203,33,270,31304,113.11000,Greater Geraldton (City),Western Australia - Outback (South),Australia/Perth
13827,Walker Flat,,SA,South Australia,5238,Rural locality,-34.77770,139.55738,7,97,24804,140.56200,Mid Murray (District Council),South Australia - South East,Australia/Adelaide
13828,Walkers Point,,QLD,Queensland,4650,Rural locality,-25.47087,152.73573,5,98,24128,14.19700,Fraser Coast (Regional Council),Wide Bay,Australia/Brisbane
13829,Walkerston,,QLD,Queensland,4751,Urban locality,-21.16023,149.06487,27,3403,39260,13.87900,Mackay (Regional Council),Mackay - Isaac - Whitsunday,Australia/Brisbane
13830,Walkervale,Bundaberg,QLD,Queensland,4670,Suburb,-24.88375,152.35543,19,2987,24960,1.71800,Bundaberg (Regional Council),Wide Bay,Australia/Brisbane
13831,Walkerville,Adelaide,SA,South Australia,5081,Suburb,-34.89624,138.61603,45,2687,42484,1.22400,Walkerville (Municipality),Adelaide - Central and Hills,Australia/Adelaide
13832,Walkerville,,VIC,Victoria,3956,Rural locality,-38.82272,145.99801,104,84,27924,39.11700,South Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13833,Walkerville North,,VIC,Victoria,3956,Rural locality,-38.83996,146.00028,14,5,52624,0.38100,South Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13834,Walkerville South,,VIC,Victoria,3956,Rural locality,-38.85863,145.99365,77,3,0,1.18100,South Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13835,Walkley Heights,Adelaide,SA,South Australia,5098,Suburb,-34.83867,138.64155,93,3497,31304,1.62700,Salisbury (City),Adelaide - North,Australia/Adelaide
13836,Wallabadah,,NSW,New South Wales,2343,Urban locality,-31.53995,150.83029,478,421,25168,378.24500,Liverpool Plains (Area),New England and North West,Australia/Sydney
13837,Wallabi Point,,NSW,New South Wales,2430,Urban locality,-31.99620,152.56941,10,694,36764,4.22300,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13838,Wallace,,VIC,Victoria,3352,Rural locality,-37.55548,144.04767,587,187,35724,10.48800,Moorabool (Shire),Ballarat,Australia/Melbourne
13839,Wallacedale,,VIC,Victoria,3303,Rural locality,-37.93365,141.81017,64,113,36504,53.87400,Glenelg (Shire),Warrnambool and South West,Australia/Melbourne
13840,Wallace Rockhole,,NT,Northern Territory,0872,Rural locality,-24.11897,133.08594,631,102,13780,4.23600,MacDonnell (Regional Council),Northern Territory - Outback,Australia/Darwin
13841,Wallaces Creek,,QLD,Queensland,4310,Rural locality,-28.07185,152.65381,176,58,27924,12.07300,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
13842,Wallacetown,,NSW,New South Wales,2650,Rural locality,-34.97489,147.47267,251,7,73632,8.65700,Wagga Wagga (City),Riverina,Australia/Sydney
13843,Wallacia,,NSW,New South Wales,2745,Urban locality,-33.86518,150.64042,56,1627,37596,25.53400,Penrith (City),Sydney - Outer West and Blue Mountains,Australia/Sydney
13844,Wallaga Lake,,NSW,New South Wales,2546,Rural locality,-36.37081,150.06080,3,548,23972,12.26900,Bega Valley (Area),Capital Region,Australia/Sydney
13845,Wallagaraugh,,VIC,Victoria,3891,Rural locality,-37.43640,149.73684,118,3,37700,21.39600,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13846,Wallagoot,,NSW,New South Wales,2550,Rural locality,-36.78825,149.91760,9,518,31356,37.44000,Bega Valley (Area),Capital Region,Australia/Sydney
13847,Wallala,,SA,South Australia,5661,Rural locality,-32.34715,134.65318,99,15,46748,210.50400,Streaky Bay (District Council),South Australia - Outback,Australia/Adelaide
13848,Wallalong,,NSW,New South Wales,2320,Urban locality,-32.69622,151.64987,10,1030,39052,14.40800,Port Stephens (Area),Hunter Valley exc Newcastle,Australia/Sydney
13849,Wallaloo,,VIC,Victoria,3387,Rural locality,-36.72850,142.89272,168,16,35724,42.61700,Northern Grampians (Shire),North West,Australia/Melbourne
13850,Wallaloo East,,VIC,Victoria,3387,Rural locality,-36.78148,142.93071,194,9,67132,88.70400,Northern Grampians (Shire),North West,Australia/Melbourne
13851,Wallaman,,QLD,Queensland,4850,Rural locality,-18.64721,145.87329,624,0,0,133.92100,Hinchinbrook (Shire),Townsville,Australia/Brisbane
13852,Wallamore,,NSW,New South Wales,2340,Rural locality,-31.06281,150.82131,391,121,44564,22.41600,Tamworth Regional (Area),New England and North West,Australia/Sydney
13853,Wallan,,VIC,Victoria,3756,Urban locality,-37.41309,144.97939,318,11074,36920,69.61000,Mitchell (Shire),Melbourne - North East,Australia/Melbourne
13854,Wallanbah,,NSW,New South Wales,2422,Rural locality,-32.07493,152.10017,155,83,21008,38.71500,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13855,Wallangarra,,QLD,Queensland,4383,Urban locality,-28.90403,151.92578,847,468,21112,35.73300,Southern Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13856,Wallangra,,NSW,New South Wales,2360,Rural locality,-29.15846,150.88387,442,99,19292,396.60400,Inverell (Area),New England and North West,Australia/Sydney
13857,Wallanthery,,NSW,New South Wales,2675,Rural locality,-33.37698,145.89686,141,33,24856,1179.03100,Carrathool (Area),Riverina,Australia/Sydney
13858,Wallarah,,NSW,New South Wales,2259,Rural locality,-33.22538,151.46220,30,370,30472,6.59500,Central Coast (City),Central Coast,Australia/Sydney
13859,Wallareenya,,WA,Western Australia,6721,Rural locality,-20.76720,118.84375,116,0,0,608.76200,Port Hedland (Town),Western Australia - Outback (North),Australia/Perth
13860,Wallaringa,,NSW,New South Wales,2420,Rural locality,-32.45269,151.68145,105,11,23400,26.67400,Dungog (Area),Hunter Valley exc Newcastle,Australia/Sydney
13861,Wallarobba,,NSW,New South Wales,2420,Rural locality,-32.49724,151.69748,60,172,32864,49.54900,Dungog (Area),Hunter Valley exc Newcastle,Australia/Sydney
13862,Wallaroo,,NSW,New South Wales,2618,Rural locality,-35.14973,149.00573,597,707,45812,119.20900,Yass Valley (Area),Capital Region,Australia/Sydney
13863,Wallaroo,,QLD,Queensland,4702,Rural locality,-23.70718,149.56132,130,10,37700,241.55600,Central Highlands (Regional Council),Central Queensland,Australia/Brisbane
13864,Wallaroo,,SA,South Australia,5556,Urban locality,-33.93201,137.62834,17,3481,23660,44.17400,Copper Coast (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13865,Wallaroo,,WA,Western Australia,6429,Rural locality,-30.59667,120.45639,465,0,0,4993.03200,Coolgardie (Shire),Western Australia - Outback (South),Australia/Perth
13866,Wallaroo Mines,,SA,South Australia,5554,Urban locality,-33.96673,137.69654,41,430,22412,2.88600,Copper Coast (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13867,Wallaroo Plain,,SA,South Australia,5556,Rural locality,-33.82079,137.69473,54,50,46800,98.79700,Copper Coast (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13868,Wallaville,,QLD,Queensland,4671,Rural locality,-25.07051,151.99608,40,410,22048,64.88900,Bundaberg (Regional Council),Wide Bay,Australia/Brisbane
13869,Walla Walla,,NSW,New South Wales,2659,Urban locality,-35.76673,146.90102,218,836,25740,279.86000,Greater Hume Shire (Area),Murray,Australia/Sydney
13870,Wallendbeen,,NSW,New South Wales,2588,Rural locality,-34.52432,148.16016,472,260,35880,218.05500,Cootamundra-Gundagai Regional (Area),Riverina,Australia/Sydney
13871,Wallerawang,,NSW,New South Wales,2845,Urban locality,-33.41062,150.06260,900,1980,28288,67.07100,Lithgow (City),Central West,Australia/Sydney
13872,Wallerberdina,,SA,South Australia,5713,Rural locality,-31.92113,137.90347,56,0,0,1220.52300,Unincorporated,South Australia - Outback,Australia/Adelaide
13873,Walleroobie,,NSW,New South Wales,2665,Rural locality,-34.48692,146.99859,245,71,34788,230.81600,Coolamon (Area),Riverina,Australia/Sydney
13874,Wall Flat,,SA,South Australia,5254,Rural locality,-34.98445,139.30965,55,62,38220,16.09000,Murray Bridge (Rural City),South Australia - South East,Australia/Adelaide
13875,Walligan,,QLD,Queensland,4655,Urban locality,-25.34186,152.77249,13,377,29224,23.53900,Fraser Coast (Regional Council),Wide Bay,Australia/Brisbane
13876,Wallinduc,,VIC,Victoria,3351,Rural locality,-37.87964,143.50957,204,37,27924,90.70500,Golden Plains (Shire),Ballarat,Australia/Melbourne
13877,Wallingat,,NSW,New South Wales,2428,Rural locality,-32.30943,152.43539,41,0,0,63.24400,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13878,Wallington,,VIC,Victoria,3222,Rural locality,-38.22641,144.51199,39,1364,34996,36.98000,Greater Geelong (City),Geelong,Australia/Melbourne
13879,Wallis Lake,,NSW,New South Wales,2428,Rural locality,-32.26585,152.48564,-1,0,0,82.91400,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13880,Walliston,Perth,WA,Western Australia,6076,Suburb,-32.00222,116.06862,303,922,32240,3.84200,Kalamunda (City),Perth - South East,Australia/Perth
13881,Walloon,,QLD,Queensland,4306,Urban locality,-27.60557,152.66392,44,1588,35464,18.45800,Ipswich (City),Ipswich,Australia/Brisbane
13882,Walloway,,SA,South Australia,5431,Rural locality,-32.63035,138.57877,442,6,39624,83.52600,Orroroo/Carrieton (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13883,Wallsend,Newcastle,NSW,New South Wales,2287,Suburb,-32.90410,151.66740,12,12470,28964,11.19600,Newcastle (City),Newcastle and Lake Macquarie,Australia/Sydney
13884,Walls Of Jerusalem,,TAS,Tasmania,7304,Rural locality,-41.90219,146.25043,1175,0,0,509.09100,Meander Valley (Municipality),Launceston and North East,Australia/Hobart
13885,Wallu,,QLD,Queensland,4570,Rural locality,-25.95125,152.91762,75,85,20280,1.95300,Gympie (Regional Council),Wide Bay,Australia/Brisbane
13886,Wallumbilla,,QLD,Queensland,4428,Urban locality,-26.58704,149.18631,316,388,32916,93.95000,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13887,Wallumbilla North,,QLD,Queensland,4428,Rural locality,-26.51590,149.19703,360,147,28600,740.67800,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13888,Wallumbilla South,,QLD,Queensland,4428,Rural locality,-26.65057,149.22716,302,62,24388,770.48900,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13889,Wallup,,VIC,Victoria,3401,Rural locality,-36.33127,142.23976,123,31,36400,164.24400,Yarriambiack (Shire),North West,Australia/Melbourne
13890,Walmer,,NSW,New South Wales,2820,Rural locality,-32.66297,148.71969,390,38,34580,119.91400,Dubbo Regional (Area),Far West and Orana,Australia/Sydney
13891,Walmer,,VIC,Victoria,3463,Rural locality,-36.96504,144.16661,311,223,26364,73.12800,Mount Alexander (Shire),Bendigo,Australia/Melbourne
13892,Walmsley,,WA,Western Australia,6330,Rural locality,-34.98340,117.90408,48,43,29900,10.55700,Albany (City),Western Australia - Wheat Belt,Australia/Perth
13893,Walmul,,QLD,Queensland,4714,Rural locality,-23.72145,150.37184,172,25,27248,11.13600,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
13894,Walpa,,VIC,Victoria,3875,Rural locality,-37.79673,147.42928,25,154,34788,28.04300,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13895,Walpeup,,VIC,Victoria,3507,Rural locality,-35.13529,142.02511,109,158,24700,462.73100,Mildura (Rural City),North West,Australia/Melbourne
13896,Walpole,,WA,Western Australia,6398,Urban locality,-34.97618,116.73009,17,439,24804,49.48000,Manjimup (Shire),Bunbury,Australia/Perth
13897,Walsall,,WA,Western Australia,6280,Rural locality,-33.80496,115.38671,109,89,26468,22.49900,Busselton (City),Bunbury,Australia/Perth
13898,Walterhall,,QLD,Queensland,4714,Urban locality,-23.63059,150.38408,250,138,20020,0.58500,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
13899,Walter Hill,,QLD,Queensland,4854,Rural locality,-17.85242,145.79500,56,0,0,330.70700,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
13900,Walter Lever Estate,,QLD,Queensland,4856,Rural locality,-17.73039,145.97689,21,49,36556,12.93700,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
13901,Waltowa,,SA,South Australia,5264,Rural locality,-35.62421,139.43412,8,27,28600,84.61600,The Coorong (District Council),South Australia - South East,Australia/Adelaide
13902,Walwa,,VIC,Victoria,3709,Rural locality,-35.96383,147.73707,221,177,25116,109.38300,Towong (Shire),Hume,Australia/Melbourne
13903,Wal Wal,,VIC,Victoria,3385,Rural locality,-36.84136,142.59892,159,27,25116,151.10000,Northern Grampians (Shire),North West,Australia/Melbourne
13904,Walyormouring,,WA,Western Australia,6460,Rural locality,-31.17333,116.88944,282,48,48932,245.60300,Goomalling (Shire),Western Australia - Wheat Belt,Australia/Perth
13905,Walyunga National Park,,WA,Western Australia,6084,Rural locality,-31.72783,116.07685,30,0,0,17.95000,Swan (City),Perth - North East,Australia/Perth
13906,Walyurin,,WA,Western Australia,6363,Rural locality,-32.95009,118.21980,364,25,46800,408.97400,Kulin (Shire),Western Australia - Wheat Belt,Australia/Perth
13907,Wamban,,NSW,New South Wales,2537,Rural locality,-35.94574,150.02814,32,90,29900,190.74000,Eurobodalla (Area),Capital Region,Australia/Sydney
13908,Wambangalang,,NSW,New South Wales,2830,Rural locality,-32.51625,148.48383,346,89,35100,273.85100,Dubbo Regional (Area),Far West and Orana,Australia/Sydney
13909,Wamberal,Central Coast,NSW,New South Wales,2260,Suburb,-33.41830,151.44619,15,6550,41496,8.76900,Central Coast (City),Central Coast,Australia/Sydney
13910,Wamboin,,NSW,New South Wales,2620,Rural locality,-35.24969,149.29825,789,1708,59748,86.53300,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
13911,Wambool,,NSW,New South Wales,2795,Rural locality,-33.50758,149.76326,781,35,53300,21.98800,Bathurst Regional (Area),Central West,Australia/Sydney
13912,Wambrook,,NSW,New South Wales,2630,Rural locality,-36.20789,148.94696,928,44,28912,82.04700,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
13913,Wamenusking,,WA,Western Australia,6383,Rural locality,-32.11086,117.57934,301,31,46800,232.06900,Quairading (Shire),Western Australia - Wheat Belt,Australia/Perth
13914,Wami Kata,,SA,South Australia,5700,Rural locality,-32.46699,137.78635,10,5,19448,54.00000,Port Augusta (City),South Australia - Outback,Australia/Adelaide
13915,Wamuran,,QLD,Queensland,4512,Rural locality,-27.03885,152.85899,70,3196,34632,68.37300,Moreton Bay (Regional Council),Moreton Bay - North,Australia/Brisbane
13916,Wamuran Basin,,QLD,Queensland,4512,Rural locality,-27.04699,152.82667,73,130,37284,11.56000,Moreton Bay (Regional Council),Moreton Bay - North,Australia/Brisbane
13917,Wanaaring,,NSW,New South Wales,2840,Rural locality,-29.70627,144.14734,110,140,31408,19851.85900,Bourke (Area),Far West and Orana,Australia/Sydney
13918,Wanbi,,SA,South Australia,5310,Rural locality,-34.76607,140.30783,81,44,32760,224.50400,Karoonda East Murray (District Council),South Australia - South East,Australia/Adelaide
13919,Wandal,Rockhampton,QLD,Queensland,4700,Suburb,-23.36778,150.49140,13,4014,33124,3.59600,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
13920,Wandana,,SA,South Australia,5690,Rural locality,-32.06652,133.81025,46,32,37700,298.96100,Ceduna (District Council),South Australia - Outback,Australia/Adelaide
13921,Wandana,,WA,Western Australia,6532,Rural locality,-28.19150,115.31815,246,7,38948,849.33400,Chapman Valley (Shire),Western Australia - Outback (South),Australia/Perth
13922,Wandana Heights,Geelong,VIC,Victoria,3216,Suburb,-38.16942,144.30338,105,2037,38844,2.60300,Greater Geelong (City),Geelong,Australia/Melbourne
13923,Wandandian,,NSW,New South Wales,2540,Rural locality,-35.08907,150.50997,14,326,31928,17.06800,Shoalhaven (City),Southern Highlands and Shoalhaven,Australia/Sydney
13924,Wandearah East,,SA,South Australia,5523,Rural locality,-33.38675,138.03899,31,97,44720,168.22900,Port Pirie City and Dists (Municipality),Barossa - Yorke - Mid North,Australia/Adelaide
13925,Wandearah West,,SA,South Australia,5523,Rural locality,-33.41735,137.96035,15,16,42640,110.05700,Port Pirie City and Dists (Municipality),Barossa - Yorke - Mid North,Australia/Adelaide
13926,Wandella,,NSW,New South Wales,2550,Rural locality,-36.29940,149.84867,121,141,20488,61.75200,Bega Valley (Area),Capital Region,Australia/Sydney
13927,Wandella,,VIC,Victoria,3579,Rural locality,-35.69771,143.85773,77,69,36140,78.41700,Gannawarra (Shire),North West,Australia/Melbourne
13928,Wandera,,NSW,New South Wales,2360,Rural locality,-29.67114,151.15646,611,23,16848,4.70200,Inverell (Area),New England and North West,Australia/Sydney
13929,Wandering,,WA,Western Australia,6308,Rural locality,-32.67736,116.67339,291,294,39416,330.53900,Wandering (Shire),Western Australia - Wheat Belt,Australia/Perth
13930,Wandi,,WA,Western Australia,6167,Rural locality,-32.19289,115.88047,32,2854,52624,12.42300,Kwinana (City),Perth - South West,Australia/Perth
13931,Wandiligong,,VIC,Victoria,3744,Urban locality,-36.76156,146.98322,357,453,31512,43.98900,Alpine (Shire),Hume,Australia/Melbourne
13932,Wandillup,,WA,Western Australia,6256,Rural locality,-34.04028,116.05333,187,60,31824,136.60800,Bridgetown-Greenbushes (Shire),Bunbury,Australia/Perth
13933,Wandilo,,SA,South Australia,5291,Rural locality,-37.74737,140.71702,54,176,31720,55.65000,Grant (District Council),South Australia - South East,Australia/Adelaide
13934,Wandina,Geraldton,WA,Western Australia,6530,Suburb,-28.82400,114.63500,50,4164,45396,3.21200,Greater Geraldton (City),Western Australia - Outback (South),Australia/Perth
13935,Wandin East,,VIC,Victoria,3139,Rural locality,-37.81571,145.46037,205,431,36556,9.29400,Yarra Ranges (Shire),Melbourne - Outer East,Australia/Melbourne
13936,Wandin North,Melbourne,VIC,Victoria,3139,Suburb,-37.77184,145.41418,149,3051,34892,16.62400,Yarra Ranges (Shire),Melbourne - Outer East,Australia/Melbourne
13937,Wandoan,,QLD,Queensland,4419,Urban locality,-26.12106,149.96142,273,566,48828,730.72300,Western Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
13938,Wando Bridge,,VIC,Victoria,3312,Rural locality,-37.43696,141.41129,227,48,23400,65.87000,Glenelg (Shire),Warrnambool and South West,Australia/Melbourne
13939,Wandong,,VIC,Victoria,3758,Urban locality,-37.35496,145.02625,319,1340,36036,33.87200,Mitchell (Shire),Melbourne - North East,Australia/Melbourne
13940,Wandook,,NSW,New South Wales,2710,Rural locality,-35.42452,145.04624,91,42,27248,74.24800,Edward River (Area),Murray,Australia/Sydney
13941,Wando Vale,,VIC,Victoria,3312,Rural locality,-37.51795,141.44811,74,104,34528,108.02600,Glenelg (Shire),Warrnambool and South West,Australia/Melbourne
13942,Wandown,,VIC,Victoria,3549,Rural locality,-34.82051,142.92752,66,0,0,95.94000,Swan Hill (Rural City),North West,Australia/Melbourne
13943,Wandsworth,,NSW,New South Wales,2365,Rural locality,-30.05600,151.51369,1124,98,24908,341.75000,Armidale Regional (Area),New England and North West,Australia/Sydney
13944,Wanerie,,WA,Western Australia,6503,Rural locality,-31.16749,115.56823,97,129,26312,119.92200,Gingin (Shire),Western Australia - Wheat Belt,Australia/Perth
13945,Wangan,,QLD,Queensland,4871,Urban locality,-17.57776,146.00729,16,641,33592,3.33700,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
13946,Wangandary,,VIC,Victoria,3678,Rural locality,-36.32529,146.22676,174,227,35048,42.98000,Wangaratta (Rural City),Hume,Australia/Melbourne
13947,Wanganella,,NSW,New South Wales,2710,Rural locality,-35.21134,144.81537,86,86,42744,1504.26600,Edward River (Area),Murray,Australia/Sydney
13948,Wanganui,,NSW,New South Wales,2482,Rural locality,-28.55877,153.37949,210,52,24908,2.50300,Byron (Area),Richmond - Tweed,Australia/Sydney
13949,Wangara,Perth,WA,Western Australia,6065,Suburb,-31.79667,115.83036,55,39,40248,5.62200,Wanneroo (City),Perth - North West,Australia/Perth
13950,Wangarabell,,VIC,Victoria,3891,Rural locality,-37.38062,149.49235,124,9,19032,51.23600,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13951,Wangaratta,,QLD,Queensland,4806,Rural locality,-19.76179,147.47750,9,27,60632,186.71300,Burdekin (Shire),Townsville,Australia/Brisbane
13952,Wangaratta,,VIC,Victoria,3677,Urban locality,-36.35372,146.32494,149,18102,30160,48.79900,Wangaratta (Rural City),Hume,Australia/Melbourne
13953,Wangaratta South,,VIC,Victoria,3678,Rural locality,-36.39133,146.25940,159,509,32916,49.50100,Wangaratta (Rural City),Hume,Australia/Melbourne
13954,Wangary,,SA,South Australia,5607,Rural locality,-34.55020,135.48146,18,200,23660,173.42800,Lower Eyre Peninsula (District Council),South Australia - Outback,Australia/Adelaide
13955,Wangetti,,QLD,Queensland,4877,Rural locality,-16.66445,145.56633,15,50,23400,43.05500,Douglas (Shire),Cairns,Australia/Brisbane
13956,Wangie,,VIC,Victoria,3530,Rural locality,-35.69044,143.26897,86,5,0,126.62900,Buloke (Shire),North West,Australia/Melbourne
13957,Wangi Wangi,Newcastle,NSW,New South Wales,2267,Suburb,-33.06917,151.58855,5,2759,30108,3.65600,Lake Macquarie (City),Newcastle and Lake Macquarie,Australia/Sydney
13958,Wangolina,,SA,South Australia,5275,Rural locality,-36.97524,139.80753,15,64,39988,230.66700,Kingston (District Council),South Australia - South East,Australia/Adelaide
13959,Wangoom,,VIC,Victoria,3279,Rural locality,-38.32988,142.57858,48,226,31252,41.92200,Moyne (Shire),Warrnambool and South West,Australia/Melbourne
13960,Wanguri,Darwin,NT,Northern Territory,0810,Suburb,-12.37290,130.88750,32,1876,46436,0.88600,Darwin (City),Darwin,Australia/Darwin
13961,Wang Wauk,,NSW,New South Wales,2423,Rural locality,-32.15997,152.29194,34,87,21684,31.97300,Mid-Coast (Area),Mid North Coast,Australia/Sydney
13962,Wanilla,,SA,South Australia,5607,Rural locality,-34.52879,135.67445,83,85,34528,157.95700,Lower Eyre Peninsula (District Council),South Australia - Outback,Australia/Adelaide
13963,Wanjuru,,QLD,Queensland,4860,Rural locality,-17.46744,146.06597,13,0,0,24.84200,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
13964,Wannamal,,WA,Western Australia,6505,Rural locality,-31.15586,116.05482,179,114,35464,281.54200,Chittering (Shire),Western Australia - Wheat Belt,Australia/Perth
13965,Wannanup,Perth,WA,Western Australia,6210,Suburb,-32.59806,115.64388,18,3621,31876,3.14500,Mandurah (City),Mandurah,Australia/Perth
13966,Wanneroo,Perth,WA,Western Australia,6065,Suburb,-31.75036,115.80566,61,12067,33852,20.49400,Wanneroo (City),Perth - North West,Australia/Perth
13967,Wanniassa,Canberra,ACT,Australian Capital Territory,2903,Suburb,-35.40166,149.09924,624,7512,48204,5.39800,Unincorporated,Australian Capital Territory,Australia/Sydney
13968,Wannon,,VIC,Victoria,3301,Rural locality,-37.67185,141.84333,137,108,31616,85.94000,Southern Grampians (Shire),Warrnambool and South West,Australia/Melbourne
13969,Wanora,,QLD,Queensland,4306,Rural locality,-27.51964,152.68400,50,265,33332,13.72700,Somerset (Regional Council),Ipswich,Australia/Brisbane
13970,Wansbrough,,WA,Western Australia,6320,Rural locality,-34.17556,117.74667,267,37,35048,360.59200,Broomehill-Tambellup (Shire),Western Australia - Wheat Belt,Australia/Perth
13971,Wantabadgery,,NSW,New South Wales,2650,Rural locality,-35.04206,147.75283,264,187,35828,244.17200,Junee (Area),Riverina,Australia/Sydney
13972,Wantagong,,NSW,New South Wales,2644,Rural locality,-35.76221,147.41561,370,57,43316,335.19600,Greater Hume Shire (Area),Murray,Australia/Sydney
13973,Wantiool,,NSW,New South Wales,2663,Rural locality,-34.88476,147.67660,356,39,43680,76.17400,Junee (Area),Riverina,Australia/Sydney
13974,Wantirna,Melbourne,VIC,Victoria,3152,Suburb,-37.84792,145.22876,120,13818,33124,8.26000,Knox (City),Melbourne - Outer East,Australia/Melbourne
13975,Wantirna South,Melbourne,VIC,Victoria,3152,Suburb,-37.86898,145.23521,72,19271,32448,14.00000,Knox (City),Melbourne - Outer East,Australia/Melbourne
13976,Wapengo,,NSW,New South Wales,2550,Rural locality,-36.59455,150.01828,8,69,25168,74.57200,Bega Valley (Area),Capital Region,Australia/Sydney
13977,Wappilka,,SA,South Australia,5332,Rural locality,-34.39180,140.31671,50,15,24024,114.94200,Loxton Waikerie (District Council),South Australia - South East,Australia/Adelaide
13978,Warabrook,Newcastle,NSW,New South Wales,2304,Suburb,-32.88789,151.71996,35,1972,29328,1.49600,Newcastle (City),Newcastle and Lake Macquarie,Australia/Sydney
